user_id,session_drop_ratio,duration_drop_ratio,feature_drop_ratio,zero_session_days,session_volatility,silent_churn
1,-0.40908533065458225,-0.05391525523160911,0.09756061868066333,39,1.0705453823777566,0
2,0.8870924818105719,0.6802971448709498,0.9687409180538931,41,1.3813453067316162,1
3,0.7747726807945564,0.7280960168314047,0.8029179498147085,17,2.2650798587559384,1
4,0.06896516052503175,-0.11210747250115816,-0.044775918913795947,15,1.513319968922493,0
5,0.02857118367556858,0.05793101051130608,-0.09589001689034157,32,1.004608606341336,0
6,0.39285293371856733,0.017467237466875077,-0.07999968000128006,37,1.01892210064902,0
7,0.8615344852254527,0.7087514883422575,0.9333146670399927,36,1.317130009024985,1
8,0.897054865934415,0.7151332128487182,0.7884592640598151,35,1.3328182525693524,1
9,-0.06578921398994489,-0.06644511649988383,0.1298696238845823,2,1.537260887489415,0
10,0.8114734144096368,0.6992999657692667,0.8915630425432197,22,2.076231340500356,1
11,0.16363547107924856,0.16695949017953055,-0.20454405992686417,13,1.223163863798662,0
12,0.8048751041154728,0.719298009002848,0.9130315691534459,24,1.554703708259039,1
13,-0.20353928263907262,-0.0015337416255789193,0.13953391022853326,0,1.817517754113245,0
14,0.10169465670849988,-0.4195795393436238,0.08148130041192493,1,1.759582290688012,0
15,0.022471834364603333,-0.07809105547219813,-0.015267140609601808,0,1.197375406949942,0
16,0.8444416296390123,0.7396446421695375,0.9199963200147199,24,1.654600517167433,1
17,0.7289699187759286,0.6467054250800747,0.7851834403330956,14,1.8729962243500284,1
18,0.22058726211502008,0.06879191168192367,-0.14285591837784234,12,1.3484165587755235,0
19,-0.06722672127717323,0.11976026390371744,0.0,2,1.8362761536216579,0
20,-0.022222172839615834,-0.020706447975719366,0.10204019159066377,1,2.042036387834079,0
21,-0.05263130194051615,0.03047090146638447,-0.07518780032826987,13,1.4214339263543911,0
22,0.8157873268754555,0.7175789405278356,0.8297854685415564,17,2.2746499641539835,1
23,0.0,-0.11752570049956661,0.06382965142627353,42,0.9091022584696162,0
24,-0.17857079081860422,0.3103443689492084,-0.03846144970434691,3,1.8914354574998429,0
25,0.1874982422039793,-0.003906247711182968,-0.1666661458349609,29,0.873810945250716,0
26,0.8461510566448681,0.693706002640838,0.8461514053324847,24,1.9200304304704612,1
27,0.8333298611255786,0.7381696484198911,0.9090826447032299,32,1.5437441716216227,1
28,0.8461489645252047,0.7307685281071845,0.8043460775085273,40,1.1153788202262218,1
29,0.07407325103795141,-0.0017605624504070565,-0.05555532407503856,38,1.0316465633686578,0
30,-0.08333303571534866,0.009345790649215925,-0.7856974493403713,3,1.6019650853971383,0
31,-0.04310333680171513,-0.05117267515607138,-0.044776019158166105,0,1.8297035910117514,0
32,0.13888859953763974,-0.003533567655983085,0.02898544423454142,3,2.229330080817655,0
33,0.9655072533732411,0.7625267347319817,0.8787838843156773,60,0.6877744600268088,1
34,-0.11111089324661469,-0.03968249244147711,-0.17073129089929057,0,2.1621243079656938,0
35,-0.022471834364603184,-0.0021231408982117345,0.03759390016413504,7,1.7645772394422277,0
36,0.05303018250716098,-0.007782096625235406,0.064102317555189,1,1.7983207592247485,0
37,0.10204050395764099,0.011023616839236184,-0.05303018250716098,0,1.3968486022036004,0
38,0.8840560491535164,0.67179383826589,0.8904072996960286,24,2.5406802592564226,1
39,0.12121157025043831,-0.14498125095027783,0.0,14,1.695996608010176,0
40,-0.24545387603488353,0.04973116274281076,0.1346146079926462,1,2.1254359911109093,0
41,0.016128954214737826,-0.04189940622954785,0.12844001346785286,13,1.6864370467376595,0
42,-0.03571419005127664,0.04126210587710736,0.21052299174223563,3,1.96930249317188,0
43,0.018292649464665713,-0.08648641636236509,0.0,0,1.9347663551289147,0
44,0.8208936845663779,0.7249995468752832,0.77372093345781,17,2.3526753172854717,1
45,0.06315769529148847,0.10021093875181267,-0.058822491367799386,2,1.8235523904864757,0
46,-0.29031977109898915,-0.0521738449906369,0.17073045806981904,30,1.112240374957407,0
47,0.06451600416257271,-0.030337068425707225,-0.012269916067639096,0,1.928464746800013,0
48,0.16666625000104165,0.026177969353974748,0.0,1,2.088222726938717,0
49,0.0,0.03665985540131032,-0.11111058201310155,1,1.905016703129135,0
50,-0.4920611489151638,-0.3270137530610147,-0.18604521363804433,3,1.4703053263893826,0
51,0.06315769529148847,-0.08163261461572298,0.1555545185254321,3,1.5450375638339438,0
52,-0.017699068055571587,-0.006289305802777729,0.18918842220909918,2,1.87832102890865,0
53,-0.09677325703299632,0.0,0.42856530620991123,32,1.0330977138644777,0
54,0.0,0.1563909068913203,-0.2765939791873669,0,1.6061678868969076,0
55,0.9104436845805167,0.7849052160913871,0.8411191370491484,43,1.3243611985669406,1
56,0.15624853516998274,-0.15037577025289056,-0.012820463511037732,35,0.926850142157554,0
57,0.7478241361109492,0.6990878271636046,0.9999863638223115,15,2.3023897914038254,1
58,-0.23999856000864,-0.07452335813343598,-0.16666458335937465,13,1.425687297293106,0
59,-0.2045447572337822,0.06878978262810857,-0.05263074793555891,2,1.6551663150834017,0
60,0.0,0.05517239476813979,0.13636177688486065,1,1.9055081470245747,0
61,-0.0761902585040233,0.13806697944754662,0.0714281887775601,0,1.7957155279104,0
62,0.19480443582687337,-0.08264452564728218,-0.029411678200946496,9,1.4898742709775374,0
63,0.9166590278414345,0.6482754149824724,0.8219161193504397,56,0.9337612716104423,1
64,0.09999950000249996,-0.03301885624332917,0.0,12,1.4187965922876828,0
65,0.13333288889037034,-0.15308630635582243,-0.24999375015624603,3,1.530546237546718,0
66,0.8034167433758717,0.6996329308063032,0.8499936250478122,22,2.294323451450374,1
67,0.22340354232912027,-0.016806715627430347,-0.013333280000213285,8,1.881674553713363,0
68,0.9411681661632397,0.7499996274836287,0.865382119090041,60,0.9260416074219638,1
69,-0.1592916125001437,0.032831723872069576,0.062499869791937904,0,1.6341013252162968,0
70,0.8636245869374509,0.738385766465208,0.8222203950657888,64,0.6800161560833183,1
71,0.2328757553051151,0.022081998029654784,0.08333315972258382,12,1.428443011884705,0
72,0.8255785154237834,0.6649736066391777,0.7961141860751862,27,1.775158026058005,1
73,0.7999979130489225,0.6993450339639857,0.8208936845663779,18,1.8149056853433558,1
74,0.1461535088765179,0.12209295227153937,-0.1285708775533818,3,2.1142167838796597,0
75,-0.012345656150019431,0.016497455648176795,0.03676462478391599,0,2.163596211009492,0
76,-0.04761887755162778,0.06277054239051655,-0.10526149587111781,4,1.574809502380848,0
77,0.16666500001666645,0.043977030223500774,-0.03787870179082913,30,0.8804294718666202,0
78,0.011363597624098968,-0.08359129244986405,-0.019417419172565578,0,1.3021158235646813,0
79,0.14285561226129717,0.0023148132073056347,0.02531635955812817,34,0.8564946124894602,0
80,-0.039062408447480275,0.02006686949812418,-0.020201958983962737,0,2.014336878150389,0
81,0.0,0.020047162719164124,0.07594907867438484,28,0.9596087425750491,0
82,0.18666629333408005,0.26798987494550247,0.19999700004499932,1,2.239833460903794,0
83,0.8145141584334877,0.7311106237040287,0.818838799625798,18,2.3118054512532935,1
84,0.8571376093615752,0.7186438241885341,0.8912985350095542,43,1.165515751198642,1
85,-0.01724129013125788,-0.037974611440611226,0.08823513840857929,0,1.1850609849612819,0
86,0.06349176115034381,-0.03899369597722171,-0.007692289940869341,9,1.3572756733372953,0
87,-0.06896480381237445,0.08061745422772508,-0.07812481689496034,29,1.0830668067414717,0
88,0.08139506490093641,-0.0278260724385708,0.04166640625162758,6,1.8701946329309407,0
89,-0.14423035318167352,0.11764698193007721,-0.046296167695830434,1,1.7749821964608006,0
90,0.9565092629226576,0.666665925926749,0.7525749920361071,61,0.6499783920349658,1
91,0.10344806183159623,0.03363227568421221,0.04316537446322062,2,2.2882209369245303,0
92,0.09677325703299652,-0.0674602371505113,-0.058822491367799386,34,1.0541517704088819,0
93,0.2574249779456101,0.11249994726564966,-0.24637574039533172,6,1.880977778509343,0
94,0.1311468959988721,0.0721088141052459,0.029411699827132633,19,1.5353105636454953,0
95,0.12499882813598619,0.16666642156898784,-0.2777731482253075,28,0.9903403619258511,0
96,0.9292901132622831,0.7334080764652161,0.8222194814906173,28,1.8297035910117512,1
97,0.17073129089929046,0.06060601822422971,0.07843091119071846,1,1.9946557811796144,0
98,0.1262132246216758,0.03367494860543981,-0.13636301653174293,3,1.5166574062358769,0
99,0.06930672483151042,0.0297699473193719,-0.18367290712375373,5,1.8132540189748207,0
100,0.7399955600266398,0.7261608365568435,0.7664216793685854,35,1.128232628459264,1
